title,genre,publisher,developer,console,total_sales,na_sales,jp_sales,pal_sales,other_sales,critic_score,release_date,num_platforms
Petz Nursery,Simulation,Ubisoft,Ubi Nagoya,DS,0.54,0.50,0.00,0.00,0.04,0.00,2009-11-10,1
Phineas and Ferb: Across the 2nd Dimension,Action,Disney Interactive Studios,Altron,DS,0.54,0.31,0.00,0.18,0.05,0.00,2011-08-02,1
Castlevania: Curse of Darkness,Action,Konami,Konami,"PS2, XB",0.54,0.27,0.05,0.17,0.05,72.00,2005-11-01,2
Dragon Ball: Fusions,Role-Playing,Namco Bandai Games,Ganbarion,3DS,0.54,0.17,0.24,0.09,0.03,63.00,2016-11-22,1
Summer Sports: Paradise Island,Sports,Destineer,Digital Embryo,Wii,0.54,0.48,0.00,0.02,0.04,0.00,2008-04-15,1
Spy Hunter,Racing,Midway Games,Point of View,"GC, XB",0.54,0.41,0.00,0.11,0.02,79.00,2002-03-10,2
ModNation Racers,Racing,Sony Computer Entertainment,SCE San Diego Studio,PSP,0.54,0.11,0.02,0.27,0.14,77.00,2010-05-25,1
Tactics Ogre: Let Us Cling Together,Role-Playing,Square Enix,Square Enix,PSP,0.54,0.15,0.27,0.07,0.05,90.00,2011-02-15,1
Fire Emblem: Path of Radiance,Role-Playing,Nintendo,Intelligent Systems,GC,0.54,0.29,0.16,0.08,0.01,86.00,2005-10-17,1
Dance Dance Revolution Ultramix,Simulation,Konami,Konami Computer Entertainment Hawaii,XB,0.54,0.42,0.00,0.11,0.02,0.00,2003-11-20,1
Toukiden,Action,Tecmo Koei,Omega Force,"PSP, PSV",0.54,0.04,0.43,0.05,0.03,0.00,2014-02-11,2
Pachi-Slot Aruze Oukoku 2,Misc,Aruze Corp,Aruze Corp,PS,0.54,0.00,0.50,0.00,0.04,0.00,1999-11-25,1
Farming Simulator 2013,Simulation,Focus Home Interactive,Giants Software,"PS3, X360",0.54,0.22,0.02,0.23,0.05,30.00,2013-11-19,2
Sniper: Ghost Warrior 2,Shooter,City Interactive,City Interactive,"PS3, X360",0.54,0.11,0.03,0.32,0.06,0.00,2013-03-12,2
Mat Hoffman's Pro BMX,Sports,Activision,Shaba Games,PS,0.54,0.30,0.00,0.20,0.04,0.00,2001-05-14,1
Attack on Titan 2,Action,Koei Tecmo,Omega Force,"NS, PS4, XOne",0.54,0.29,0.14,0.06,0.06,72.67,2018-03-20,3
Let's Draw!,Misc,Majesco,Agatsuma Entertainment,DS,0.54,0.24,0.00,0.24,0.06,0.00,2010-03-16,1
Medarot 2: Kabuto / Kuwagata Version,Role-Playing,Imagineer,Natsume,GB,0.54,0.00,0.54,0.00,0.00,0.00,1999-07-23,1
Mega Man Battle Network 2,Role-Playing,Capcom,Capcom,GBA,0.54,0.00,0.54,0.00,0.00,0.00,2002-06-17,1
Life is Strange,Adventure,Square Enix,DONTNOD Entertainment,"PC, PS4, XOne",0.54,0.20,0.05,0.23,0.06,0.00,2016-01-19,3
The Bureau: XCOM Declassified,Shooter,2K Games,2K Marin,"PC, PS3, X360",0.54,0.18,0.00,0.29,0.06,0.00,2013-08-20,3
Popeye,Platform,Parker Bros.,Parker Bros.,2600,0.54,0.50,0.00,0.03,0.01,0.00,1983-01-01,1
Greg Hastings' Tournament Paintball,Shooter,Activision,WXP,XB,0.54,0.46,0.00,0.06,0.02,0.00,2004-11-16,1
Bust A Groove,Misc,989 Studios,Metro,PS,0.54,0.09,0.35,0.06,0.04,77.00,1998-10-31,1
Star Wars Jedi Knight II: Jedi Outcast,Shooter,LucasArts,Vicarious Visions,"GC, XB",0.54,0.41,0.00,0.12,0.02,71.00,2003-11-19,2
War of the Monsters,Fighting,Sony Computer Entertainment,Incognito Entertainment,PS2,0.54,0.26,0.00,0.20,0.07,0.00,2003-01-14,1
Puss in Boots,Misc,THQ,THQ,"PS3, Wii, X360",0.54,0.46,0.00,0.05,0.05,0.00,2011-10-25,3
Kidou Senshi Gundam: Extreme VS,Fighting,Bandai,Bandai Namco Games,PS3,0.54,0.00,0.54,0.00,0.00,0.00,2011-12-01,1
Tatsunoko vs. Capcom: Ultimate All-Stars,Fighting,Capcom,Eighting,Wii,0.54,0.30,0.03,0.16,0.05,83.00,2010-01-26,1
Tales of Symphonia Chronicles,Misc,Namco Bandai Games,Namco,PS3,0.54,0.21,0.13,0.13,0.07,0.00,2014-02-25,1
System 3 presents Ferrari Challenge Trofeo Pirelli,Racing,Activision,Eutechnyx,Wii,0.54,0.07,0.00,0.40,0.07,0.00,2008-08-26,1
Valkyria Chronicles II,Role-Playing,Sega,Sega WOW Overworks,PSP,0.54,0.12,0.18,0.16,0.09,81.00,2010-08-31,1
World Soccer Winning Eleven 7 International (JP version),Sports,Konami,Konami Computer Entertainment Tokyo,PS2,0.54,0.00,0.54,0.00,0.00,0.00,2004-02-19,1
Action Force,Action,CPG Products,Parker Bros.,2600,0.54,0.50,0.00,0.03,0.01,0.00,1983-01-01,1
Gekikuukan Pro Yakyuu: At the End of the Century 1999,Sports,Square,SquareSoft,PS2,0.54,0.00,0.54,0.00,0.00,0.00,2000-09-07,1
Def Jam: Fight for NY,Fighting,Electronic Arts,Aki Corp.,XB,0.54,0.43,0.00,0.10,0.02,0.00,2004-09-20,1
Momotarou Dentetsu 11,Misc,Hudson Soft,Hudson Soft,"GC, PS2",0.54,0.00,0.53,0.00,0.00,0.00,2002-12-05,2
Terminator Salvation,Shooter,Warner Bros. Interactive,GRIN,PS3,0.53,0.13,0.01,0.29,0.10,50.00,2009-05-19,1
Phoenix Wright: Ace Attorney - Justice for All,Adventure,Capcom,Capcom,DS,0.53,0.21,0.26,0.04,0.03,76.00,2007-01-16,1
The Lord of the Rings: The Fellowship of the Ring,Action,Black Label Games,WXP,XB,0.53,0.31,0.00,0.19,0.03,0.00,2002-09-26,1
Clock Tower,Adventure,ASCII Entertainment,Human Entertainment,PS,0.53,0.07,0.38,0.05,0.03,61.00,1997-09-30,1
007 Racing,Racing,Electronic Arts,Eutechnyx,PS,0.53,0.30,0.00,0.20,0.03,61.00,2000-11-20,1
2 in 1 Combo Pack: Sonic Heroes / Super Monkey Ball Deluxe,Misc,Sega,Sega,XB,0.53,0.40,0.00,0.11,0.02,0.00,2005-01-01,1
Remember Me,Action,Capcom,DONTNOD Entertainment,"PS3, X360",0.53,0.21,0.00,0.24,0.07,0.00,2013-06-04,2
Harvest Moon: Magical Melody,Simulation,Natsume,Marvelous Interactive,"GC, Wii",0.53,0.42,0.00,0.09,0.03,71.50,2009-08-25,2
The Adventures of Jimmy Neutron Boy Genius: Jet Fusion,Action,THQ,Krome Studios,"GC, PS2",0.53,0.30,0.00,0.18,0.05,0.00,2003-09-16,2
Time Crisis II,Shooter,Namco,Namco,PS2,0.53,0.26,0.00,0.20,0.07,0.00,2001-10-01,1
Medal of Honor: European Assault,Shooter,Electronic Arts,EA Los Angeles,XB,0.53,0.32,0.00,0.19,0.02,0.00,2005-06-07,1
Tom Clancy's Ghost Recon Advanced Warfighter 2,Shooter,Ubisoft,High Voltage Software / Ubisoft Paris,PSP,0.53,0.35,0.00,0.10,0.08,65.00,2007-08-23,1
Clive Barker's Jericho,Shooter,Codemasters,Mercury Steam / Alchemic Productions,"PC, PS3, X360",0.53,0.45,0.00,0.03,0.04,60.00,2007-10-23,3
Excite Truck,Racing,Nintendo,Monster Games Inc.,Wii,0.53,0.39,0.08,0.03,0.04,70.00,2006-11-19,1
Magician's Quest: Mysterious Times,Role-Playing,Konami,Konami,DS,0.53,0.04,0.48,0.01,0.00,0.00,2009-05-11,1
"Sakura Taisen 2 - Kimi, Shinitamou Koto Nakare",Adventure,Sega,Sega,SAT,0.53,0.00,0.53,0.00,0.00,0.00,1998-04-04,1
Darkwatch,Shooter,Capcom,High Moon Studios,"PS2, XB",0.53,0.32,0.00,0.17,0.05,0.00,2005-08-16,2
Pachi-Slot Aruze Oukoku 4,Misc,Aruze Corp,Aruze Corp,PS,0.53,0.00,0.49,0.00,0.03,0.00,2000-12-14,1
Rune Factory: A Fantasy Harvest Moon,Role-Playing,Natsume,Neverland Company,DS,0.53,0.35,0.14,0.01,0.03,81.00,2007-08-14,1
Tekken Tag Tournament 2,Fighting,Namco Bandai Games,Bandai Namco Games,"WiiU, X360",0.53,0.28,0.02,0.18,0.04,81.00,2012-09-11,2
Return to Castle Wolfenstein: Operation Resurrection,Shooter,Activision,Raster Productions,PS2,0.53,0.26,0.00,0.20,0.07,0.00,2003-05-30,1
Hello Kitty: Big City Dreams,Puzzle,Empire Interactive,"Human Soft, Inc.",DS,0.53,0.42,0.00,0.07,0.04,0.00,2008-11-17,1
How to Train Your Dragon,Action,Activision,Griptonite Games,DS,0.53,0.31,0.00,0.17,0.05,0.00,2010-03-23,1
Romance of the Three Kingdoms IV: Wall of Fire,Strategy,KOEI,Koei / Inis,SNES,0.53,0.00,0.53,0.00,0.00,0.00,1995-01-13,1
Turning Point: Fall of Liberty,Shooter,Codemasters,Spark Unlimited,"PS3, X360",0.53,0.44,0.00,0.05,0.04,43.00,2008-02-26,2
Spider-Man,Action,Activision,Edge of Reality,N64,0.53,0.43,0.00,0.09,0.01,0.00,2000-11-21,1
Gex 3: Deep Cover Gecko,Platform,Eidos Interactive,Crystal Dynamics,PS,0.53,0.30,0.00,0.20,0.03,0.00,1999-03-01,1
Are You Smarter than a 5th Grader?,Misc,THQ,ValuSoft,DS,0.53,0.48,0.00,0.00,0.04,0.00,2007-11-12,1
Overcooked! 2,Simulation,Sold Out,Ghost Town Games,"NS, PS4, XOne",0.53,0.31,0.01,0.15,0.07,84.00,2018-08-07,3
Karaoke Revolution Presents American Idol Encore 2,Misc,Konami,Blitz Games,"PS3, Wii, X360",0.53,0.49,0.00,0.00,0.04,0.00,2008-11-18,3
Neopets Puzzle Adventure,Puzzle,Capcom,Infinite Interactive,"DS, PC, Wii",0.53,0.45,0.00,0.02,0.04,0.00,2008-12-01,3
Unit 13,Shooter,Sony Computer Entertainment,Zipper Interactive,PSV,0.53,0.25,0.04,0.15,0.09,0.00,2012-03-06,1
Monster House,Adventure,THQ,Artificial Mind and Movement,"DS, GBA, GC, PS2",0.53,0.38,0.00,0.11,0.03,0.00,2006-07-18,4
Oni,Action,Rockstar Games,Rockstar Toronto,PS2,0.53,0.26,0.00,0.20,0.07,0.00,2001-01-29,1
Conan,Action,THQ,Nihilistic Software,"PS3, X360",0.53,0.29,0.00,0.17,0.06,71.00,2007-10-23,2
Jewel Master Egypt,Puzzle,Storm City Games,Storm City Games,DS,0.53,0.21,0.00,0.27,0.05,0.00,2009-11-03,1
Winning Post,Sports,KOEI,Koei,SNES,0.53,0.00,0.53,0.00,0.00,0.00,1993-09-10,1
SpongeBob SquarePants featuring Nicktoons: Globs of Doom,Action,THQ,Incinerator Studios,Wii,0.53,0.49,0.00,0.00,0.04,0.00,2008-10-20,1
SpongeBob SquarePants: Game Boy Advance Video Volume 2,Misc,Majesco,Majesco Games,GBA,0.53,0.38,0.00,0.14,0.01,0.00,2004-05-14,1
Jikkyou Powerful Pro Yakyuu 2013,Sports,Konami Digital Entertainment,Konami,"PS3, PSP, PSV",0.53,0.00,0.53,0.00,0.00,0.00,2013-10-24,3
Jikkyou Powerful Pro Yakyuu 12,Sports,Konami,PawaPuro Production,"GC, PS2",0.53,0.00,0.53,0.00,0.00,0.00,2005-07-14,2
Virtual Soccer,Sports,Hudson Soft,Probe Entertainment Limited,SNES,0.53,0.00,0.53,0.00,0.00,0.00,1994-01-01,1
Jampack Volume 11,Misc,Sony Computer Entertainment,Sony Computer Entertainment America,PS2,0.53,0.26,0.00,0.20,0.07,0.00,2004-10-22,1
J-League Soccer: Prime Goal 2,Sports,Namco,Namco,SNES,0.53,0.00,0.53,0.00,0.00,0.00,1994-08-05,1
Inazuma Eleven,Role-Playing,Nintendo,Level 5,DS,0.53,0.00,0.38,0.13,0.02,68.00,2011-08-26,1
Star Fox Command,Shooter,Nintendo,Nintendo EAD / Q-Games,DS,0.53,0.38,0.10,0.01,0.04,72.00,2006-08-28,1
Burnout Revenge,Action,Electronic Arts,Criterion Games,XB,0.53,0.32,0.00,0.19,0.01,0.00,2005-09-13,1
Jampack Vol. 2,Misc,Sony Computer Entertainment,Sony Computer Entertainment America,PS,0.53,0.30,0.00,0.20,0.03,0.00,1997-01-01,1
Wayne Gretzky's 3D Hockey,Sports,Midway Games,William's Entertainment,N64,0.53,0.49,0.00,0.03,0.00,81.00,1996-11-11,1
Naruto Shippuden: Ultimate Ninja Storm 3,Fighting,Namco Bandai Games,CyberConnect2,X360,0.52,0.30,0.01,0.17,0.05,0.00,2013-03-05,1
J-League Pro Soccer Club o Tsukurou! 3,Sports,Sega,Smilebit,PS2,0.52,0.00,0.52,0.00,0.00,0.00,2003-06-05,1
Mystery Dungeon: Shiren the Wanderer,Role-Playing,Sega,ChunSoft,DS,0.52,0.17,0.33,0.00,0.02,71.00,2008-03-04,1
Binary Domain,Action,Sega,Amusement Vision,"PS3, X360",0.52,0.18,0.16,0.14,0.05,0.00,2012-02-28,2
Mega Man 6,Platform,Nintendo,Capcom,NES,0.52,0.28,0.16,0.07,0.01,0.00,1994-03-01,1
Final Fantasy Chronicles,Role-Playing,Square,TOSE,PS,0.52,0.29,0.00,0.20,0.03,92.00,2001-06-29,1
The Sims 2: Open for Business,Simulation,Electronic Arts,Maxis,PC,0.52,0.46,0.00,0.05,0.00,0.00,2006-02-28,1
Tony Hawk's Pro Skater 5,Sports,Activision,Robomodo,"PS3, PS4, X360, XOne",0.52,0.34,0.00,0.10,0.07,0.00,2015-12-15,4
Tony Hawk's Pro Skater 3,Sports,Activision,Vicarious Visions,GBA,0.52,0.37,0.00,0.14,0.01,0.00,2002-03-04,1
GT Pro Series,Racing,Ubisoft,MTO,Wii,0.52,0.46,0.02,0.01,0.04,37.00,2006-11-14,1
Rival Schools: United By Fate,Fighting,Capcom,Capcom,PS,0.52,0.12,0.28,0.08,0.03,0.00,1998-09-30,1
From TV Animation One Piece: Grand Battle! 3,Fighting,Bandai,Ganbarion,"GC, PS2",0.52,0.00,0.52,0.00,0.01,0.00,2003-12-11,2
SingStar Dance,Misc,Sony Computer Entertainment,SCEE London Studio,PS3,0.52,0.09,0.00,0.32,0.11,0.00,2010-11-09,1
Sesame Street: Once Upon A Monster,Education,Warner Bros. Interactive,Double Fine Productions,X360,0.52,0.39,0.00,0.09,0.04,80.00,2011-10-11,1
Shadow Man,Action,Acclaim Entertainment,Acclaim Studios Teesside,"N64, PS",0.52,0.32,0.00,0.17,0.03,0.00,1999-08-24,2
We Cheer,Simulation,Namco Bandai,"Machatin, Inc.",Wii,0.52,0.47,0.00,0.00,0.04,0.00,2008-09-30,1
Way of the Samurai 3,Action,Agetec,Acquire,PS3,0.52,0.18,0.22,0.08,0.04,65.00,2009-10-13,1
Classic Word Games,Puzzle,Ubisoft,Ubisoft,DS,0.52,0.09,0.00,0.36,0.06,0.00,2009-06-23,1
That's So Raven 2: Supernatural Style,Adventure,Buena Vista,A2M,GBA,0.52,0.37,0.00,0.14,0.01,0.00,2005-08-21,1
The 3rd Birthday,Role-Playing,Square Enix,HexaDrive,PSP,0.52,0.13,0.27,0.07,0.05,70.00,2011-03-29,1
The Magical Quest starring Mickey Mouse (weekly jp sales),Platform,Capcom,Capcom,SNES,0.52,0.00,0.52,0.00,0.00,0.00,1992-12-01,1
Mario Tennis: Power Tour,Sports,Nintendo,Camelot Software Planning,GBA,0.52,0.24,0.19,0.09,0.01,0.00,2005-12-05,1
Zumba Fitness: World Party,Misc,Majesco Entertainment,Zoe Mode,"Wii, WiiU, XOne",0.52,0.28,0.00,0.20,0.04,0.00,2013-11-05,3
Hunted: The Demon's Forge,Role-Playing,Bethesda Softworks,InXile Entertainment,"PC, PS3, X360",0.52,0.28,0.02,0.17,0.05,60.67,2011-05-31,3
Omega Boost,Shooter,Sony Computer Entertainment,Polyphony Digital,PS,0.52,0.17,0.20,0.11,0.03,0.00,1999-08-31,1
The Powerpuff Girls: Relish Rampage,Action,BAM! Entertainment,VIS Entertainment,"GC, PS2",0.52,0.27,0.00,0.18,0.06,38.00,2003-12-15,2
Mission: Impossible,Action,Atari,X-ample,PS,0.52,0.29,0.00,0.20,0.03,0.00,1999-11-23,1
Rune Factory 2: A Fantasy Harvest Moon,Role-Playing,Natsume,Neverland Company,DS,0.52,0.32,0.15,0.03,0.03,79.00,2008-11-18,1
Rugrats: Royal Ransom,Platform,THQ,Avalanche Software,"GC, PS2",0.52,0.30,0.00,0.16,0.04,0.00,2002-11-16,2
Kenkou Ouen Recipe 1000: DS Kondate Zenshuu,Misc,Nintendo,Nintendo,DS,0.52,0.00,0.52,0.00,0.00,0.00,2006-12-07,1
Jikkyou Powerful Pro Yakyuu 11,Sports,Konami,Diamond Head,"GC, PS2",0.52,0.00,0.51,0.00,0.00,0.00,2004-07-15,2
Swing Away Golf,Sports,Electronic Arts,Tikipod,PS2,0.52,0.17,0.18,0.13,0.04,0.00,2000-10-25,1
Spectrobes: Beyond the Portals,Role-Playing,Disney Interactive Studios,Jupiter Multimedia,DS,0.52,0.36,0.00,0.11,0.05,73.00,2008-10-07,1
Syphon Filter 3,Shooter,Sony Computer Entertainment,SCEA Bend Studio,PS,0.52,0.29,0.00,0.20,0.03,0.00,2001-11-05,1
Harry Potter and the Prisoner of Azkaban,Adventure,Electronic Arts,Griptonite Games,GBA,0.52,0.37,0.00,0.14,0.01,70.00,2004-05-25,1
Go Diego Go! Safari Rescue,Action,2K Play,Take-Two Interactive,Wii,0.52,0.47,0.00,0.00,0.04,0.00,2008-02-11,1
Syphon Filter: Logan's Shadow,Shooter,Sony Computer Entertainment,SCEA Bend Studio,"PS2, PSP",0.52,0.28,0.00,0.14,0.10,84.00,2010-06-01,2
Littlest Pet Shop 3: Biggest Stars - Blue / Pink / Purple Team,Simulation,Electronic Arts,EA Salt Lake,DS,0.52,0.49,0.00,0.00,0.03,0.00,2010-10-05,1
Seaman,Simulation,Sega,VIVARIUM Inc.,DC,0.52,0.00,0.52,0.00,0.00,81.00,2000-08-09,1
Jampack Winter 2002,Misc,Sony Computer Entertainment,Sony Computer Entertainment America,PS2,0.52,0.25,0.00,0.20,0.07,0.00,2002-10-17,1
We Love Katamari,Puzzle,Namco,Namco,PS2,0.52,0.26,0.00,0.20,0.07,82.00,2005-09-20,1
The Grinch,Adventure,Konami,Artificial Mind and Movement,PS,0.52,0.29,0.00,0.20,0.03,0.00,2000-01-01,1
Family Guy: Back to the Multiverse,Action-Adventure,Activision,Heavy Iron Studios,"PS3, X360",0.52,0.26,0.00,0.20,0.07,0.00,2012-11-20,2
MySims Party,Simulation,Electronic Arts,EA Redwood Shores,"DS, Wii",0.52,0.32,0.00,0.15,0.05,0.00,2009-03-10,2
NHL FaceOff 98,Sports,Sony Computer Entertainment,Killer Game,PS,0.51,0.28,0.00,0.19,0.03,0.00,1997-09-30,1
Bleach: Soul Resurreccion,Fighting,NIS America,Eighting,PS3,0.51,0.27,0.07,0.11,0.06,67.00,2011-08-03,1
Disney Princess: Enchanting Storybooks,Misc,THQ,THQ,"DS, Wii",0.51,0.32,0.00,0.13,0.04,0.00,2011-11-01,2
Naruto Shippuden: Clash of Ninja Revolution III,Fighting,Takara Tomy,8ing/Raizing,Wii,0.51,0.44,0.00,0.04,0.04,0.00,2009-11-17,1
HSX HyperSonic.Xtreme,Racing,Majesco,Blade Interactive,PS2,0.51,0.25,0.00,0.20,0.07,0.00,2003-01-26,1
Earth Defense Force 2025,Shooter,D3Publisher,Sandlot,"PS3, X360",0.51,0.11,0.32,0.06,0.02,0.00,2014-02-18,2
Test Drive Unlimited,Racing,Atari,Melbourne House,PSP,0.51,0.08,0.00,0.28,0.15,77.00,2007-03-21,1
Leisure Suit Larry: Magna Cum Laude,Adventure,VU Games,High Voltage Software,"PS2, XB",0.51,0.29,0.00,0.17,0.05,0.00,2004-10-05,2
Yokai Watch Busters 2: Hihou Densetsu Banbarayaa - Magnum / Sword,Role-Playing,Level 5,Level 5,3DS,0.51,0.00,0.51,0.00,0.00,0.00,2017-12-16,1
SoulCalibur: Broken Destiny,Fighting,Namco Bandai,Project Soul,PSP,0.51,0.12,0.07,0.20,0.12,80.00,2009-09-01,1
International Track & Field,Sports,Konami,Konami,PS,0.51,0.08,0.35,0.05,0.03,0.00,1996-06-28,1
Lair,Action,Sony Computer Entertainment,Factor 5,PS3,0.51,0.36,0.08,0.04,0.04,55.00,2007-08-30,1
Disney's Kim Possible: Revenge of Monkey Fist,Platform,Disney Interactive Studios,Digital Eclipse,GBA,0.51,0.37,0.00,0.14,0.01,50.00,2002-11-13,1
Star Ocean 5: Integrity and Faithlessness,Role-Playing,Square Enix,tri-Ace,"PS3, PS4",0.51,0.10,0.22,0.13,0.05,0.00,2016-04-28,2
Petz: Hamsterz Life 2,Action,Ubisoft,Unknown,DS,0.51,0.47,0.00,0.00,0.04,0.00,2007-11-13,1
Way of the Samurai,Action,BAM! Entertainment,Acquire,PS2,0.51,0.13,0.25,0.10,0.03,0.00,2002-05-31,1
Silent Hill HD Collection,Action,Konami Digital Entertainment,Konami,"PS3, X360",0.51,0.26,0.04,0.16,0.06,0.00,2012-03-20,2
Final Fantasy,Role-Playing,Square,SquareSoft,WS,0.51,0.00,0.51,0.00,0.00,0.00,2000-12-09,1
Hidden Mysteries: Titanic - Secrets of the Fateful Voyage,Adventure,Activision,Black Lantern Studios,DS,0.51,0.12,0.00,0.33,0.06,0.00,2009-11-03,1
Jam With the Band,Misc,Nintendo,Nintendo SDD,DS,0.51,0.00,0.51,0.00,0.00,0.00,2010-05-21,1
Dragon Ball Z: Battle of Z,Fighting,Namco Bandai Games,ArtDink,"PS3, PSV, X360",0.51,0.11,0.13,0.21,0.05,0.00,2014-01-28,3
Wrecking Crew,Platform,Nintendo,Nintendo,NES,0.51,0.00,0.51,0.00,0.00,0.00,1985-10-01,1
Shrek SuperSlam,Action,Activision,Amaze Entertainment / Griptonite Games,"DS, GBA",0.51,0.41,0.00,0.09,0.02,0.00,2005-10-25,2
Halo Wars 2,Strategy,Microsoft Studios,Creative Assembly,XOne,0.51,0.31,0.00,0.15,0.05,70.00,2017-02-21,1
Summoner,Role-Playing,THQ,Volition Inc.,PS2,0.51,0.25,0.00,0.20,0.07,0.00,2000-10-25,1
Rugrats: Scavenger Hunt,Misc,THQ,Realtime Associates,N64,0.51,0.41,0.00,0.09,0.01,0.00,1999-06-29,1
River Raid II,Shooter,Activision,Activision,2600,0.51,0.47,0.00,0.03,0.01,0.00,1988-07-28,1
Fishing Derby,Sports,Activision,Activision,2600,0.51,0.48,0.00,0.03,0.01,0.00,1980-01-01,1
Men in Black II: Alien Escape,Shooter,Infogrames,Melbourne House,"GC, PS2",0.51,0.25,0.00,0.19,0.06,0.00,2003-02-07,2
Paws & Claws: Pet Resort,Simulation,THQ,ValuSoft,"DS, GBA, Wii",0.51,0.44,0.00,0.04,0.03,0.00,2009-01-05,3
Prince of Persia Trilogy,Action,Ubisoft,Ubisoft,PS3,0.51,0.17,0.00,0.24,0.09,83.00,2011-04-19,1
"SpongeBob SquarePants: Lights, Camera, Pants!",Misc,THQ,WayForward Technologies,GBA,0.51,0.37,0.00,0.14,0.01,0.00,2005-10-21,1
Dragon Ball Z: Supersonic Warriors,Fighting,Atari,Banpresto,GBA,0.51,0.36,0.00,0.13,0.01,71.00,2004-06-22,1
Dai-4-Ji Super Robot Taisen S,Strategy,Banpresto,Winky Soft,PS,0.51,0.00,0.48,0.00,0.03,0.00,1996-01-26,1
Cars Toon: Mater's Tall Tales,Misc,Disney Interactive Studios,Papaya Studios,Wii,0.51,0.45,0.00,0.02,0.04,0.00,2010-10-19,1
Destiny 2: Forsaken,Shooter,Activision,Bungie,"PC, PS4, XOne",0.51,0.27,0.00,0.17,0.07,0.00,2018-09-04,3
Monsters vs. Aliens,Platform,Activision,Amaze Entertainment,DS,0.51,0.33,0.00,0.13,0.05,0.00,2009-03-24,1
Bendy and the Ink Machine,Puzzle,Rooster Teeth Games,TheMeatly Games,"NS, PS4, XOne",0.51,0.44,0.00,0.00,0.07,0.00,2018-11-20,3
Virtual Pool,Sports,Interplay,Celeris,PS,0.51,0.28,0.00,0.19,0.03,0.00,1997-02-28,1
International Superstar Soccer 2000 (All region sales),Sports,Konami,KCEO,N64,0.51,0.01,0.22,0.26,0.02,0.00,2000-08-03,1
100 All-Time Favorites,Puzzle,Ubisoft,Ubisoft,DS,0.51,0.35,0.00,0.12,0.04,0.00,2009-10-27,1
18 Wheeler: American Pro Trucker,Racing,Acclaim Entertainment,Acclaim Studios Cheltenham,"GC, PS2",0.51,0.29,0.00,0.17,0.05,55.00,2001-11-14,2
NBA Live 14,Sports,EA Sports,EA Tiburon,"PS4, XOne",0.51,0.36,0.00,0.07,0.07,0.00,2013-11-15,2
Mario & Luigi Superstar Saga + Bowser's Minions,Role-Playing,Nintendo,AlphaDream Corporation,3DS,0.51,0.20,0.08,0.20,0.04,0.00,2017-10-06,1
Dynasty Warriors,Action,Tecmo Koei,Omega Force,PSP,0.51,0.18,0.30,0.00,0.02,66.00,2005-03-17,1
Super Monkey Ball 3D,Action,Sega,Sega,3DS,0.50,0.26,0.05,0.15,0.04,57.00,2011-03-27,1
Activision Anthology,Misc,Activision,Contraband Entertainment,PS2,0.50,0.25,0.00,0.19,0.06,0.00,2002-11-25,1
Super Robot Taisen Z,Strategy,Namco Bandai,Banpresto,PS2,0.50,0.00,0.50,0.00,0.00,0.00,2008-09-25,1
Rooms: The Main Building,Adventure,Hudson Soft,HandMade Game,DS,0.50,0.10,0.01,0.35,0.05,0.00,2010-03-23,1
The Adventures of Jimmy Neutron Boy Genius: Attack of the Twonkies,Adventure,THQ,Tantalus Interactive,GBA,0.50,0.36,0.00,0.13,0.01,0.00,2004-09-13,1
Bases Loaded '96: Double Header,Sports,Jaleco,Jaleco Entertainment,PS,0.50,0.28,0.00,0.19,0.03,0.00,1995-12-01,1
The Mummy Returns,Action,Universal Interactive,Blitz Games,PS2,0.50,0.25,0.00,0.19,0.06,0.00,2001-10-03,1
Pokémon Art Academy,Misc,Nintendo,Headstrong Games,3DS,0.50,0.18,0.17,0.12,0.03,78.00,2014-10-24,1
Sega Bass Fishing,Sports,Sega,Cavia Inc.,Wii,0.50,0.45,0.00,0.01,0.04,0.00,2008-02-26,1
Parodius,Shooter,Konami,Konami,"PS, SAT",0.50,0.00,0.47,0.00,0.02,0.00,1996-01-01,2
PoPoLoCrois Monogatari,Role-Playing,Sony Computer Entertainment,SCE,PS,0.50,0.00,0.46,0.00,0.03,0.00,1996-07-12,1
Midnight Magic,Action,Atari,Atari,2600,0.50,0.47,0.00,0.03,0.01,0.00,1984-01-01,1
Rock Band Unplugged,Misc,MTV Games,Backbone Entertainment / Harmonix Music Systems,PSP,0.50,0.25,0.00,0.15,0.11,80.00,2009-06-09,1
Jackass the Game,Action,Red Mile Entertainment,Sidhe Interactive,"PS2, PSP",0.50,0.23,0.00,0.19,0.09,56.00,2007-09-24,2
Burnout Revenge,Racing,Electronic Arts,Criterion,X360,0.50,0.42,0.00,0.04,0.04,88.00,2006-03-07,1
Picross DS,Puzzle,Nintendo,Jupiter Multimedia,DS,0.50,0.17,0.30,0.02,0.02,84.00,2007-07-30,1
Picross 3D,Puzzle,Nintendo,HAL Laboratory,DS,0.50,0.28,0.16,0.03,0.03,87.00,2010-05-03,1
PlayStation All-Stars Battle Royale,Fighting,Sony Computer Entertainment,Bluepoint Games,PSV,0.50,0.21,0.01,0.16,0.12,0.00,2012-11-20,1
Dragon Age: Origins,Role-Playing,Electronic Arts,BioWare Corp.,PC,0.50,0.00,0.00,0.46,0.04,91.00,2009-11-03,1
